event_id,file,waveform_file,channel,event_start_time_ns,peak_time_ns,event_end_time_ns,event_duration_ns,peak_amplitude_mV,detection_threshold_mV,event_start_time_EFraw,event_peak_time_EFraw,event_end_time_EFraw,event_start_time_EFdynamic,event_peak_time_EFdynamic,event_end_time_EFdynamic,event_start_time_batch,event_peak_time_batch,event_end_time_batch,cycle_start_time,cycle_end_time,cycle_period_ns,cycle_index,phase,phase_EFraw,signal_amplitude_mV,snr,c1_peak_time_error_ns
C2_evt_02597,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2597196.2656,2597197.7994,2597199.5536,3.288,39.138,7.4886,2597196.2651,2597197.7989,2597199.5531,2597196.1992,2597197.7331,2597199.4873,2597196.1802,2597197.714,2597199.4682,2597020.3966,2598021.9289,1001.5323,2597,207.7762,210.5549,46.3468,8.8991,0.9011
C2_evt_02598,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2598173.7909,2598175.237,2598177.3848,3.5939,31.0791,8.2872,2598173.5394,2598174.9855,2598177.1333,2598173.9589,2598175.405,2598177.5528,2598173.7364,2598175.1825,2598177.3303,2598006.0764,2598997.7139,991.6375,2598,208.4935,206.4761,41.7376,6.6351,0.9877
C2_evt_02599,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2599161.2221,2599162.8081,2599164.7106,3.4885,32.2395,6.815,2599161.0019,2599162.5878,2599164.4904,2599161.1428,2599162.7288,2599164.6313,2599161.2284,2599162.8143,2599164.7169,2599015.9739,2600021.077,1005.1031,2599,211.3228,215.6799,42.0198,9.0612,-1.3917
C2_evt_02600,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2600123.9835,2600125.4842,2600127.279,3.2955,52.8879,12.9086,2600124.1757,2600125.6764,2600127.4712,2600124.0158,2600125.5165,2600127.3113,2600124.0222,2600125.5229,2600127.3177,2599997.0017,2600996.2292,999.2275,2600,233.2473,231.349,63.6525,5.7282,0.379
C2_evt_02601,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2601148.8154,2601150.3514,2601152.5686,3.7532,30.6629,6.1511,2601148.9252,2601150.4612,2601152.6784,2601148.7459,2601150.2818,2601152.4991,2601148.8115,2601150.3475,2601152.5648,2600995.5145,2601985.8129,990.2984,2601,219.4926,224.5148,40.8685,10.2077,0.1916
C2_evt_02602,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2602145.4068,2602147.1478,2602149.4205,4.0137,34.3249,7.4015,2602145.2375,2602146.9785,2602149.2512,2602145.2737,2602147.0147,2602149.2874,2602145.404,2602147.145,2602149.4177,2602008.0554,2603014.3967,1006.3413,2602,218.1685,216.8843,44.1343,7.7611,0.1833
C2_evt_02603,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2603142.7376,2603144.0469,2603145.7806,3.043,48.8391,9.688,2603142.5868,2603143.8961,2603145.6298,2603142.9176,2603144.2269,2603145.9606,2603142.7838,2603144.093,2603145.8268,2603016.4704,2604009.2593,992.7888,2603,237.6555,237.5635,60.0535,10.2642,0.1006
C2_evt_02604,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2604157.7229,2604159.2877,2604160.919,3.1962,47.2232,10.3382,2604157.8384,2604159.4032,2604161.0345,2604157.6852,2604159.2501,2604160.8813,2604157.7499,2604159.3148,2604160.946,2604020.3647,2605018.2093,997.8446,2604,225.8348,222.0527,51.7054,7.8136,1.5035
C2_evt_02605,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2605179.1191,2605180.5385,2605182.4876,3.3685,45.9423,10.4677,2605179.2436,2605180.663,2605182.6122,2605178.9994,2605180.4188,2605182.368,2605179.005,2605180.4244,2605182.3735,2605017.2696,2606020.9451,1003.6756,2605,244.758,244.3346,55.9217,7.6316,2.3904
C2_evt_02606,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2606160.0951,2606161.6049,2606163.5781,3.4831,29.6256,7.1887,2606160.0769,2606161.5868,2606163.56,2606160.2486,2606161.7584,2606163.7317,2606160.1863,2606161.6962,2606163.6694,2606020.9582,2607013.8913,992.9331,2606,247.755,248.5273,36.1606,7.0297,-0.8916
C2_evt_02607,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2607129.8446,2607131.3243,2607133.0503,3.2057,41.2199,10.6436,2607129.8815,2607131.3612,2607133.0872,2607130.0235,2607131.5031,2607133.2291,2607129.7445,2607131.2242,2607132.9502,2606996.4113,2608002.9239,1006.5126,2607,262.5619,264.9113,46.533,6.0025,-0.536
C2_evt_02608,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2608155.0107,2608156.3683,2608158.1661,3.1554,28.35,6.2108,2608155.0444,2608156.4019,2608158.1998,2608154.9882,2608156.3457,2608158.1436,2608154.9309,2608156.2885,2608158.0863,2608016.1488,2609011.5614,995.4126,2608,259.3595,259.9949,37.7958,10.9006,0.4554
C2_evt_02609,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2609147.5971,2609148.9613,2609150.605,3.0079,39.3736,9.339,2609147.5905,2609148.9547,2609150.5984,2609147.674,2609149.0382,2609150.6818,2609147.6705,2609149.0347,2609150.6783,2609009.4889,2610000.71,991.2212,2609,284.2393,287.2134,45.9146,6.0349,-2.9569
C2_evt_02610,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2610143.8815,2610145.8911,2610148.1143,4.2328,38.4658,8.4973,2610144.1316,2610146.1412,2610148.3644,2610143.8009,2610145.8105,2610148.0337,2610143.7782,2610145.7878,2610148.011,2610010.8875,2611018.1348,1007.2472,2610,284.5467,284.2606,49.6239,7.9553,-0.101
C2_evt_02611,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2611144.0052,2611145.4622,2611147.175,3.1698,24.3533,5.3538,2611143.8627,2611145.3197,2611147.0325,2611144.1787,2611145.6358,2611147.3485,2611143.9731,2611145.4301,2611147.1428,2611017.9424,2612029.4898,1011.5474,2611,306.0184,298.8141,29.6825,8.6848,-0.1632
C2_evt_02612,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2612136.727,2612138.3486,2612140.9724,4.2454,29.3373,7.2729,2612136.5248,2612138.1463,2612140.7702,2612136.8585,2612138.4801,2612141.1039,2612136.7363,2612138.3578,2612140.9817,2612002.0618,2612995.9704,993.9086,2612,307.7631,312.5194,36.2802,9.1472,2.2039
C2_evt_02613,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2613156.2376,2613157.5049,2613159.1606,2.923,42.7954,9.2915,2613156.0223,2613157.2895,2613158.9452,2613156.2348,2613157.5021,2613159.1578,2613156.1468,2613157.414,2613159.0697,2612999.7867,2613995.7837,995.997,2613,315.6352,312.1201,52.8986,7.3897,0.7922
C2_evt_02614,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2614153.0035,2614155.069,2614156.9154,3.9119,34.1695,7.5707,2614153.0569,2614155.1223,2614156.9688,2614152.9514,2614155.0168,2614156.8633,2614152.8991,2614154.9645,2614156.8109,2614016.7602,2615019.2329,1002.4727,2614,306.4547,306.6645,42.1294,4.6614,1.9098
C2_evt_02615,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2615189.8284,2615191.5199,2615193.6788,3.8504,41.8201,10.4207,2615190.0771,2615191.7685,2615193.9274,2615189.9285,2615191.62,2615193.7789,2615189.7414,2615191.4329,2615193.5918,2615032.9373,2616045.316,1012.3787,2615,326.2129,327.6611,53.1278,8.308,-0.1303
C2_evt_02616,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2616176.9498,2616178.4804,2616180.8395,3.8897,34.5665,6.0644,2616176.8688,2616178.3993,2616180.7585,2616176.902,2616178.4325,2616180.7917,2616176.9482,2616178.4788,2616180.8379,2616009.1359,2617000.3253,991.1893,2616,338.6165,334.9352,42.9819,10.8429,0.5933
C2_evt_02617,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2617173.5227,2617174.5665,2617176.1049,2.5821,32.3098,7.4879,2617173.2942,2617174.3379,2617175.8763,2617173.4881,2617174.5319,2617176.0702,2617173.4951,2617174.5388,2617176.0772,2617012.8168,2617997.4939,984.6771,2617,343.6316,343.3255,41.5449,8.0714,-1.4175
C2_evt_02618,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2618190.19,2618191.7426,2618194.1429,3.9529,41.2525,7.7793,2618190.2499,2618191.8025,2618194.2027,2618190.1423,2618191.6949,2618194.0951,2618190.0773,2618191.6299,2618194.0301,2618012.6214,2619019.5738,1006.9525,2618,345.2478,347.0904,45.1835,9.0743,1.1032
C2_evt_02619,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2619190.4868,2619191.7796,2619193.6836,3.1968,49.3791,10.9304,2619190.7018,2619191.9946,2619193.8986,2619190.5945,2619191.8873,2619193.7913,2619190.5539,2619191.8467,2619193.7507,2619016.942,2620016.9839,1000.0419,2619,355.9029,353.2365,57.4938,8.7773,-3.7701
C2_evt_02620,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2620134.4009,2620135.2701,2620136.5301,2.1292,38.3988,8.6116,2620134.2368,2620135.106,2620136.366,2620134.5599,2620135.4291,2620136.6891,2620134.4262,2620135.2954,2620136.5554,2620001.2242,2621008.9142,1007.69,2620,341.0419,336.8036,41.9127,5.4296,2.5266
C2_evt_02621,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2621238.891,2621240.3168,2621242.0552,3.1642,43.9919,8.4248,2621238.7403,2621240.1661,2621241.9045,2621238.9282,2621240.354,2621242.0924,2621238.8657,2621240.2914,2621242.0298,2621020.3198,2622018.6745,998.3546,2621,28.3246,26.6713,51.1695,8.5852,-1.1915
C2_evt_02622,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2622218.9076,2622220.753,2622222.8136,3.906,28.2429,7.6294,2622218.9813,2622220.8267,2622222.8872,2622218.8148,2622220.6602,2622222.7207,2622218.8267,2622220.6721,2622222.7327,2622020.3001,2623023.7385,1003.4384,2622,10.7182,10.1,34.0389,5.9476,2.3245
C2_evt_02623,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2623192.9029,2623194.3373,2623196.6307,3.7278,18.9897,3.9011,2623193.0788,2623194.5132,2623196.8066,2623192.8197,2623194.2541,2623196.5475,2623192.8428,2623194.2772,2623196.5706,2623011.7496,2624013.5935,1001.8439,2623,4.5979,2.123,20.3569,8.6873,0.2097
C2_evt_02624,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2624222.458,2624224.7172,2624227.6621,5.2041,38.251,9.3779,2624222.4502,2624224.7094,2624227.6543,2624222.4983,2624224.7575,2624227.7024,2624222.3725,2624224.6317,2624227.5766,2624026.7532,2625040.2355,1013.4823,2624,33.415,36.0496,41.1142,9.2125,-2.456
C2_evt_02625,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2625211.1313,2625212.6804,2625214.3396,3.2083,35.1637,7.9627,2625211.3852,2625212.9343,2625214.5935,2625211.1433,2625212.6924,2625214.3516,2625211.0417,2625212.5908,2625214.25,2625007.9927,2626015.821,1007.8284,2625,32.6607,33.8328,44.7071,8.9722,0.9739
C2_evt_02626,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2626243.4727,2626245.3777,2626247.8485,4.3758,42.3753,9.9777,2626243.7117,2626245.6167,2626248.0875,2626243.5705,2626245.4755,2626247.9463,2626243.44,2626245.345,2626247.8158,2626025.0369,2627023.6062,998.5693,2626,35.9668,37.2588,51.1188,7.4763,-1.3434
C2_evt_02627,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2627238.3015,2627239.253,2627240.4589,2.1574,30.9846,8.5611,2627238.0806,2627239.0321,2627240.238,2627238.2812,2627239.2328,2627240.4386,2627238.206,2627239.1575,2627240.3634,2627010.1277,2628005.8667,995.7389,2627,51.5853,53.2257,36.4108,6.578,1.0104
C2_evt_02628,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2628289.3648,2628290.5601,2628292.3248,2.96,40.1932,8.6989,2628289.6188,2628290.814,2628292.5787,2628289.2677,2628290.463,2628292.2277,2628289.402,2628290.5973,2628292.362,2628029.7868,2629034.0862,1004.2994,2628,57.0866,56.605,43.688,8.4798,0.3055
C2_evt_02629,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2629254.0142,2629255.4348,2629257.1243,3.11,40.9331,8.9478,2629253.9757,2629255.3962,2629257.0857,2629254.1852,2629255.6057,2629257.2952,2629253.9315,2629255.352,2629257.0415,2629023.2139,2630022.2854,999.0716,2629,50.2759,49.4634,49.3707,7.0154,-0.5321
C2_evt_02630,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2630255.4343,2630257.3522,2630259.4064,3.9721,34.5328,7.1305,2630255.6451,2630257.563,2630259.6171,2630255.5041,2630257.422,2630259.4762,2630255.3382,2630257.2561,2630259.3103,2630014.211,2631014.126,999.9151,2630,67.4382,62.9048,46.5117,9.6434,0.6919
C2_evt_02631,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2631225.574,2631227.0127,2631228.8761,3.302,28.3113,5.5433,2631225.7208,2631227.1594,2631229.0228,2631225.4018,2631226.8405,2631228.7038,2631225.4677,2631226.9063,2631228.7697,2631002.2795,2631999.9706,997.6911,2631,62.7152,63.6624,34.8286,9.7161,0.5365
C2_evt_02632,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2632266.1629,2632267.8627,2632270.1989,4.036,43.7155,8.418,2632266.0775,2632267.7774,2632270.1135,2632266.0829,2632267.7827,2632270.1189,2632266.2748,2632267.9746,2632270.3107,2632009.659,2633002.5419,992.8829,2632,77.7841,80.3372,52.3451,10.3616,1.2065
C2_evt_02633,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2633261.481,2633262.8998,2633265.2516,3.7706,20.9705,3.5725,2633261.5817,2633263.0005,2633265.3523,2633261.5549,2633262.9737,2633265.3255,2633261.3947,2633262.8135,2633265.1653,2633025.952,2634026.0281,1000.076,2633,85.2333,91.569,24.8144,9.8194,1.0823
C2_evt_02634,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2634266.4727,2634267.8893,2634269.5625,3.0898,36.2655,8.954,2634266.4843,2634267.9009,2634269.5742,2634266.5803,2634267.9969,2634269.6702,2634266.4203,2634267.8369,2634269.5102,2634002.6365,2634995.2977,992.6612,2634,114.6353,114.8289,45.5407,6.6092,0.0078
C2_evt_02635,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2635247.3869,2635249.0055,2635251.4732,4.0863,37.7701,7.8316,2635247.3737,2635248.9923,2635251.46,2635247.4516,2635249.0702,2635251.5379,2635247.3104,2635248.929,2635251.3967,2635014.9606,2636018.2417,1003.2812,2635,87.1194,86.2829,50.5237,9.6654,-0.1614
C2_evt_02636,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2636265.0129,2636266.6399,2636268.3968,3.384,37.4851,7.5981,2636264.8521,2636266.4791,2636268.236,2636265.1043,2636266.7314,2636268.4883,2636264.9618,2636266.5888,2636268.3457,2636007.0923,2637012.6305,1005.5383,2636,117.5536,118.523,50.3213,8.1774,0.2271
C2_evt_02637,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2637237.8589,2637239.6468,2637241.9003,4.0415,27.1021,6.3173,2637237.7073,2637239.4952,2637241.7487,2637237.9023,2637239.6903,2637241.9438,2637237.7484,2637239.5364,2637241.7899,2637000.7851,2638003.5664,1002.7813,2637,118.6675,122.4982,36.3136,8.2969,0.3399
C2_evt_02638,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2638241.5618,2638243.3908,2638245.8597,4.2979,38.5267,8.3464,2638241.6488,2638243.4777,2638245.9467,2638241.5132,2638243.3422,2638245.8111,2638241.49,2638243.3189,2638245.7879,2638013.817,2639008.3838,994.5668,2638,129.9961,133.5771,49.7046,7.7491,0.1118
C2_evt_02639,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2639226.6276,2639228.4363,2639230.763,4.1354,34.8701,7.4674,2639226.903,2639228.7117,2639231.0384,2639226.7643,2639228.573,2639230.8997,2639226.5759,2639228.3846,2639230.7113,2639008.6819,2639999.0683,990.3864,2639,138.3398,137.2594,46.9448,10.9349,-0.855
C2_evt_02640,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2640242.5977,2640244.5817,2640246.5198,3.9221,33.8962,7.6899,2640242.5051,2640244.4891,2640246.4272,2640242.6788,2640244.6629,2640246.6009,2640242.4925,2640244.4766,2640246.4146,2640013.2826,2641019.2561,1005.9735,2640,130.3544,131.0933,42.7666,8.8521,1.8627
C2_evt_02641,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2641236.6442,2641238.4174,2641240.6775,4.0333,36.379,7.9298,2641236.7256,2641238.4988,2641240.7589,2641236.6934,2641238.4666,2641240.7267,2641236.6789,2641238.4521,2641240.7123,2641005.5383,2642003.4441,997.9058,2641,143.7803,147.2302,39.5047,6.8644,-0.4281
C2_evt_02642,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2642227.7168,2642228.9513,2642231.0418,3.325,43.5261,8.0628,2642227.828,2642229.0624,2642231.153,2642227.7376,2642228.9721,2642231.0626,2642227.671,2642228.9055,2642230.9961,2642017.9336,2643017.7036,999.77,2642,142.854,142.8406,53.2254,9.0327,0.4238
C2_evt_02643,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2643219.4357,2643221.3812,2643223.1624,3.7267,34.8745,7.6829,2643219.2332,2643221.1788,2643222.9599,2643219.4148,2643221.3604,2643223.1416,2643219.4158,2643221.3613,2643223.1425,2643029.8592,2644025.4296,995.5704,2643,161.9105,162.2271,44.0741,5.8161,-0.4891
C2_evt_02644,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2644206.6911,2644208.2019,2644210.1479,3.4568,39.6332,8.6873,2644206.6492,2644208.1601,2644210.106,2644206.6143,2644208.1251,2644210.0711,2644206.603,2644208.1138,2644210.0598,2644009.2959,2645003.0327,993.7368,2644,171.8283,174.8536,47.064,7.8405,-1.0758
C2_evt_02645,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2645225.3128,2645227.2181,2645229.6437,4.3309,41.6827,8.2181,2645225.3372,2645227.2426,2645229.6681,2645225.3179,2645227.2233,2645229.6488,2645225.3225,2645227.2278,2645229.6534,2645011.1276,2646017.5183,1006.3907,2645,171.1109,168.9409,53.573,10.7928,-1.7816
C2_evt_02646,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2646204.3017,2646205.3011,2646206.6553,2.3536,38.1989,8.4586,2646204.2362,2646205.2356,2646206.5897,2646204.4564,2646205.4557,2646206.8099,2646204.297,2646205.2964,2646206.6506,2646014.2652,2647010.9829,996.7177,2646,178.0289,172.1846,49.0231,10.1835,0.7232
C2_evt_02647,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2647202.5671,2647204.1312,2647206.0921,3.525,38.664,8.6899,2647202.4827,2647204.0467,2647206.0077,2647202.498,2647204.062,2647206.023,2647202.521,2647204.0851,2647206.046,2647016.9676,2648016.9314,999.9639,2647,171.2826,170.1089,49.2848,10.6923,1.362
C2_evt_02648,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2648193.8893,2648195.3546,2648197.5119,3.6226,28.6466,5.733,2648194.0495,2648195.5148,2648197.6721,2648193.8081,2648195.2734,2648197.4307,2648193.9434,2648195.4087,2648197.566,2648022.3658,2649030.5183,1008.1524,2648,191.1224,190.704,36.4565,11.0073,-0.0162
C2_evt_02649,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2649167.8823,2649169.3037,2649171.8328,3.9505,33.2457,7.1478,2649168.1039,2649169.5253,2649172.0543,2649168.052,2649169.4735,2649172.0025,2649167.9913,2649169.4128,2649171.9418,2648991.3476,2649991.3919,1000.0443,2649,212.1292,209.0495,35.941,6.152,1.554
C2_evt_02650,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2650168.684,2650170.141,2650171.9914,3.3074,30.549,6.7066,2650168.7912,2650170.2482,2650172.0986,2650168.5529,2650170.0099,2650171.8603,2650168.5933,2650170.0503,2650171.9006,2650011.1358,2651006.5929,995.4571,2650,206.6566,202.6513,32.4949,9.123,0.0566
C2_evt_02651,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2651153.4195,2651154.458,2651156.2546,2.8351,32.6507,6.197,2651153.2597,2651154.2982,2651156.0948,2651153.4773,2651154.5158,2651156.3124,2651153.3643,2651154.4028,2651156.1993,2651002.1015,2652015.1542,1013.0527,2651,199.1282,200.9546,36.4427,8.2857,0.1257
C2_evt_02652,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2652143.4684,2652144.8093,2652146.586,3.1176,29.6794,6.6108,2652143.2391,2652144.58,2652146.3568,2652143.4199,2652144.7608,2652146.5375,2652143.445,2652144.7859,2652146.5627,2652012.518,2653006.2255,993.7076,2652,238.2075,237.9729,34.6748,7.6514,1.8735
C2_evt_02653,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2653178.835,2653180.5903,2653182.8124,3.9774,37.7705,8.578,2653178.7657,2653180.5209,2653182.7431,2653178.9876,2653180.7429,2653182.965,2653178.8858,2653180.6411,2653182.8632,2653021.1662,2654017.6925,996.5263,2653,227.2734,227.482,41.3477,8.4136,1.1741
C2_evt_02654,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2654162.0059,2654163.8364,2654166.123,4.1171,21.5346,5.2744,2654162.1047,2654163.9353,2654166.2218,2654161.9832,2654163.8138,2654166.1003,2654162.0715,2654163.902,2654166.1886,2654011.4091,2655017.7407,1006.3315,2654,227.6378,226.9628,27.0016,8.1299,1.6552
C2_evt_02655,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2655136.3548,2655137.9787,2655139.9773,3.6225,35.7173,9.6311,2655136.2565,2655137.8804,2655139.879,2655136.5111,2655138.135,2655140.1336,2655136.24,2655137.8639,2655139.8625,2655025.1984,2656019.3356,994.1372,2655,249.8818,251.8948,45.8444,9.1847,3.0258
C2_evt_02656,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2656126.0519,2656127.7358,2656130.27,4.2181,46.7426,8.9387,2656125.8853,2656127.5692,2656130.1034,2656126.0217,2656127.7056,2656130.2399,2656125.9341,2656127.618,2656130.1522,2656010.5097,2656997.4398,986.9301,2656,246.8099,246.1614,57.181,7.5651,-2.8251
C2_evt_02657,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2657137.6904,2657139.5909,2657142.1304,4.44,15.1488,2.8592,2657137.6869,2657139.5874,2657142.1269,2657137.8642,2657139.7647,2657142.3042,2657137.6058,2657139.5063,2657142.0458,2657015.4456,2658015.0489,999.6033,2657,243.5337,239.7354,19.2828,9.8069,0.6351
C2_evt_02658,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2658128.2304,2658129.8002,2658131.9428,3.7124,39.7138,8.8072,2658128.426,2658129.9959,2658132.1384,2658128.3871,2658129.957,2658132.0995,2658128.2727,2658129.8426,2658131.9851,2657992.4876,2658992.1553,999.6677,2658,272.3794,276.2647,44.5246,8.7278,1.3043
C2_evt_02659,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2659152.2157,2659154.3502,2659157.2663,5.0506,26.6836,6.0511,2659152.4099,2659154.5444,2659157.4605,2659152.1049,2659154.2394,2659157.1555,2659152.2408,2659154.3753,2659157.2913,2659023.7453,2660012.9409,989.1956,2659,274.5866,275.3934,32.456,8.9862,0.8684
C2_evt_02660,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2660134.3752,2660136.1454,2660138.4881,4.1129,44.4333,8.7344,2660134.6059,2660136.3762,2660138.7188,2660134.3572,2660136.1274,2660138.4701,2660134.3584,2660136.1286,2660138.4713,2660015.2746,2661007.6707,992.3961,2660,283.5365,286.3434,51.8817,9.3414,2.9156
C2_evt_02661,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2661142.8006,2661144.3161,2661146.2119,3.4113,24.3306,6.226,2661142.8249,2661144.3404,2661146.2362,2661142.7056,2661144.2211,2661146.117,2661142.8271,2661144.3426,2661146.2384,2661017.4748,2662015.2545,997.7797,2661,284.9423,285.5298,28.347,8.0226,2.5008
C2_evt_02662,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2662142.1021,2662143.5176,2662145.8286,3.7265,32.4898,7.8303,2662142.2456,2662143.6611,2662145.9721,2662142.0362,2662143.4517,2662145.7627,2662142.2118,2662143.6273,2662145.9383,2662017.0741,2663018.8814,1001.8072,2662,290.0406,292.4541,34.1907,5.9201,-0.5368
C2_evt_02663,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2663153.6335,2663155.4452,2663157.7422,4.1088,33.6355,6.7225,2663153.7718,2663155.5836,2663157.8806,2663153.6077,2663155.4194,2663157.7165,2663153.6737,2663155.4854,2663157.7825,2663010.1434,2664017.0716,1006.9282,2663,314.3787,313.6852,43.1438,8.6095,-1.2249
C2_evt_02664,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2664163.4604,2664165.1736,2664167.4574,3.997,37.9843,8.1478,2664163.6917,2664165.4049,2664167.6887,2664163.3903,2664165.1035,2664167.3873,2664163.4098,2664165.123,2664167.4068,2664016.21,2665026.778,1010.568,2664,310.0239,309.7434,42.9498,9.3458,2.1566
C2_evt_02665,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2665133.5211,2665134.8836,2665136.9126,3.3915,25.1844,5.7602,2665133.6356,2665134.9982,2665137.0271,2665133.3829,2665134.7454,2665136.7744,2665133.4693,2665134.8318,2665136.8608,2665000.6552,2666007.9811,1007.3258,2665,315.3386,313.0302,32.455,8.3083,1.6337
C2_evt_02666,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2666182.159,2666183.7618,2666185.9877,3.8287,51.7128,10.7261,2666182.3477,2666183.9506,2666186.1765,2666182.2868,2666183.8896,2666186.1155,2666182.1461,2666183.7489,2666185.9748,2666017.1143,2667019.1121,1001.9979,2666,337.1255,333.9882,67.7196,10.3712,-0.9297
C2_evt_02667,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2667155.0313,2667156.7213,2667158.7363,3.705,32.9769,7.6837,2667154.7659,2667156.4559,2667158.4709,2667155.0533,2667156.7433,2667158.7583,2667154.9308,2667156.6208,2667158.6358,2667011.6878,2668013.3779,1001.6902,2667,315.7054,314.0197,34.8617,9.3064,-0.0916
C2_evt_02668,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2668158.0732,2668159.0873,2668160.5047,2.4315,54.0199,11.8215,2668157.8673,2668158.8813,2668160.2988,2668158.0204,2668159.0344,2668160.4518,2668158.0352,2668159.0492,2668160.4667,2667995.9486,2668987.2037,991.255,2668,356.2654,1.3338,67.6023,10.1769,4.4073
C2_evt_02669,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2669164.5936,2669166.1859,2669168.0779,3.4843,20.9057,4.0845,2669164.3273,2669165.9196,2669167.8116,2669164.6171,2669166.2093,2669168.1014,2669164.594,2669166.1862,2669168.0783,2669005.5647,2670010.5658,1005.0011,2669,324.0881,327.2251,28.1112,9.14,-0.0683
C2_evt_02670,run_2026A_c2_06.csv,run_2026A_c2_06.csv,C2,2670207.9277,2670209.4791,2670211.1419,3.2142,32.7932,7.0233,2670208.1404,2670209.6918,2670211.3546,2670207.9564,2670209.5077,2670211.1705,2670208.0361,2670209.5875,2670211.2502,2670010.3318,2671014.7313,1004.3995,2670,1.1826,2.3633,35.2086,11.4162,1.8885
